Name,Inventory Icon,Caption,Caption 2,Caption 3,Object Map Link,Element,Fusable,Destroyed on Hit (Fused),Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Additional Element Attack Power (Burst),Additional Element Attack Power (Melee Projecile),Additional Element Attack Power (Melee Projecile from Rod),Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Replace Sharpness,Fuse Can Cut,Fuse Shatters Rock,Fuse Adds Shield Bash Attack,Fuse Disables Torch,Mineru Fuse Durability,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Effect Time Boost Duration,Cooking Critical Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Forest Dweller Cooldown (After Equip),Forest Dweller Cooldown (After Attack),Zonai Dispenser Capsule Count (1),Zonai Dispenser Capsule Count (2),Zonai Dispenser Capsule Count (3),Zonai Dispenser Capsule Count (4),Zonai Dispenser Capsule Count (5),Name (Japanese),Caption (Japanese),IsUsable,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,Internal Fuse SubTypes,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Obsidian Frox Fang,#REF!,"A giant fang for excavating and crushing ores.
Attach it to a weapon to greatly increase its
attack power, or cook it with a critter to make
an elixir.",-,-,-,-,TRUE,FALSE,24,25,19,24,24,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,40,160,-,Brown,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,黒曜デグガーマの大牙,"鉱石に打ち付けて粉砕するための 巨大な牙
武器に付けると攻撃力がかなり上がる
煎じて虫と煮込めば 薬を作る事ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeaponLv2,ShieldBash,UnlikeHammer]",Item_Enemy_187,EnemyHammer,15,185,319,208
Blue-White Frox Fang,#REF!,"A giant fang that can easily dig through solid
bedrock. Attach it to a weapon to vastly
increase its attack power, or cook it with a
critter to make an elixir.",-,-,-,-,TRUE,FALSE,35,36,27,35,35,-,-,-,-,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,00:40,-,40,160,-,Peach,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白蒼デグガーマの大牙,"硬い岩盤をものともせず掘り進むための 巨大な牙
武器に付けると攻撃力がすごく上がる
虫と一緒に煮込めば 薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShatterWeaponLv3,ShieldBash,UnlikeHammer]",Item_Enemy_188,EnemyHammer,15,180,320,209
Shard of Dinraal's Spike,#REF!,"An incredibly hard stone mined from a spike
on Dinraal's back. It is very destructive when
fused to a weapon, and it also imbues that
weapon with the power of flame.",-,-,Shard of Dinraal's Spike,Fire,TRUE,FALSE,16,16,13,16,16,20,-,-,Fire Attack,Fire Burst,Warm,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,30,120,-,Crimson,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オルドラの龍岩石,"オルドラの背中から採れる 非常に硬い岩石
武器に付けると 多くの物を砕く事ができ
同時に炎を発生させる性質がある",FALSE,CookLowPrice,CookSpice,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackFire,ChemicalExplosionFire,Warm,ShieldBash,ShatterWeaponLv3]",Item_Enemy_228,EnemyHammer,15,175,322,210
Shard of Naydra's Spike,#REF!,"An incredibly hard stone mined from a spike
on Naydra's back. It is very destructive when
fused to a weapon, and it also imbues that
weapon with the power of ice.",-,-,-,Ice,TRUE,FALSE,16,16,13,16,16,20,-,-,Ice Attack,Ice Burst,Cold,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,30,120,-,Light Blue,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ネルドラの龍岩石,"ネルドラの背中から採れる 非常に硬い岩石
武器に付けると 多くの物を砕く事ができ
同時に氷を発生させる性質がある",FALSE,CookLowPrice,CookSpice,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackIce,ChemicalExplosionIce,Cold,ShieldBash,ShatterWeaponLv3]",Item_Enemy_229,EnemyHammer,15,170,324,211
Shard of Farosh's Spike,#REF!,"An incredibly hard stone mined from a spike
on Farosh's back. It is very destructive when
fused to a weapon, and it also imbues that
weapon with the power to shock.",-,-,-,Electric,TRUE,FALSE,16,16,13,16,16,20,-,-,Electric Attack,Electric Burst,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,30,120,-,Light Yellow,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,フロドラの龍岩石,"フロドラの背中から採れる 非常に硬い岩石
武器に付けると 多くの物を砕く事ができ
同時に電気を発生させる性質がある",FALSE,CookLowPrice,CookSpice,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackElectric,ChemicalExplosionElectric,ShieldBash,ShatterWeaponLv3]",Item_Enemy_230,EnemyHammer,15,165,326,212
Shard of Light Dragon's Spike,#REF!,"An incredibly hard stone mined from a spike
on the Light Dragon's back. It is very
destructive when fused to a weapon, and it
also imbues that weapon with healing power.",-,-,-,-,TRUE,FALSE,12,12,10,12,12,-,-,-,Attacks Heal,-,-,-,TRUE,FALSE,TRUE,TRUE,TRUE,10,-,-,-,01:20,10%,30,120,-,White,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白龍の龍岩石,"白龍の背中から採れる 非常に硬い岩石
武器に付けると 多くの物を砕く事ができ
同時に使用者を癒す 不思議な性質がある",FALSE,CookLowPrice,CookSpice,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,LifeHeal,ShatterWeaponLv2,ShieldBash]",Item_Enemy_231,EnemyHammer,15,160,328,213
Lizalfos Tail,#REF!,"A highly flexible, stretchable tail. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks.",-,-,Lizalfos Tail,-,TRUE,FALSE,6,6,5,6,-,-,-,-,Expand Hitbox (Large),-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,18,72,-,Green,0,18,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,リザルフォスのしっぽ,"しなやかで伸縮性が高いしっぽ
振り回すと 勢いに応じて伸び縮みするため
武器に付けて その長さを活かした攻撃ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,AtExpandExLarge]",Item_Enemy_05,EnemyWhip,16,,-,214
Blue Lizalfos Tail,#REF!,"A highly flexible, stretchable tail. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks, or cook it with a critter to make an
elixir.",-,-,-,-,TRUE,FALSE,16,16,13,16,-,-,-,-,Expand Hitbox (Large),-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,20,80,-,Blue,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青リザルフォスのしっぽ,"振り回すと伸び縮みする ウロコ状のしっぽ
武器に付けると その長さを活かした攻撃ができる
また 虫と煮込んで 薬の材料としても使える",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,AtExpandExLarge]",Item_Enemy_114,EnemyWhip,16,,-,215
Black Lizalfos Tail,#REF!,"A highly flexible, stretchable tail. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks, or cook it with a critter to make an
elixir.",-,-,-,-,TRUE,FALSE,24,25,19,24,-,-,-,-,Expand Hitbox (Large),-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,22,88,-,Black,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,黒リザルフォスのしっぽ,"分厚い皮に覆われたしっぽ 伸縮性は十分で
武器に付けて振り回すと 伸び縮みを活かして
攻撃できる また 煮込めば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,AtExpandExLarge]",Item_Enemy_115,EnemyWhip,16,,-,216
Silver Lizalfos Tail,#REF!,"A tough, flexible, stretchable tail. Fuse it with
a weapon to add a lashing, whiplike quality to
attacks.",-,-,-,-,TRUE,FALSE,31,32,24,31,-,-,-,-,Expand Hitbox (Large),-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,24,96,-,White,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白銀リザルフォスのしっぽ,"分厚い装甲のような皮に覆われたしっぽ
厚くても しなやかさや丈夫さは一級品
武器に付けて伸び縮みを生かした攻撃ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,AtExpandExLarge]",Item_Enemy_116,EnemyWhip,16,,-,217
Fire-Breath Lizalfos Tail,#REF!,"A tail that has stored up some heat from a
scorching-hot environment. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks, or cook it into an elixir.",-,-,-,Fire,TRUE,FALSE,10,10,8,10,10,20,-,-,Expand Hitbox (Large),Fire Attack,Fire Burst,Warm,TRUE,FALSE,FALSE,TRUE,TRUE,5,-,-,-,02:40,30%,22,88,-,Red,0,48,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,火吹きリザルフォスのしっぽ,"灼熱の環境で 内部に熱を蓄え続けた尻尾
武器に付けると 伸び縮みして長さを活かした
攻撃ができる また 煮込めば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,AtExpandExLarge,ChemicalAttackFire,Warm,ShieldBash,ChemicalExplosionFire]",Item_Enemy_41,EnemyWhip,16,,-,218
Ice-Breath Lizalfos Tail,#REF!,"A tail that's been exposed to the cold in an
extremely frigid environment. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks, or cook it into an elixir.",-,-,Ice-Breath Lizalfos Tail,Ice,TRUE,FALSE,10,10,8,10,10,20,-,-,Expand Hitbox (Large),Ice Attack,Ice Burst,Cold,TRUE,FALSE,FALSE,TRUE,TRUE,5,-,-,-,02:40,30%,22,88,-,Blue,0,54,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,雹吐きリザルフォスのしっぽ,"極寒の地で 冷気に晒され続けた尻尾
伸縮性が高く 武器に付けて その長さを活かした
攻撃ができる また 煮込めば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,AtExpandExLarge,ChemicalAttackIce,Cold,ShieldBash,ChemicalExplosionIce]",Item_Enemy_42,EnemyWhip,16,,-,219
Electric Lizalfos Tail,#REF!,"A tail that's been exposed to electricity.
Fuse it with a weapon to add a lashing,
whiplike quality to attacks, or cook it with
a critter to make an elixir.",-,-,-,Electric,TRUE,FALSE,10,10,8,10,10,20,-,-,Expand Hitbox (Large),Electric Attack,Electric Burst,-,TRUE,FALSE,FALSE,TRUE,TRUE,5,-,-,-,02:40,30%,22,88,-,Yellow,0,54,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,シビレリザルフォスのしっぽ,"長期間電気に晒され帯電した尻尾
長く伸びるので 武器に付けて少し離れた場所に
攻撃できる また 虫と煮込めば 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,AtExpandExLarge,ChemicalAttackElectric,ShieldBash,ChemicalExplosionElectric]",Item_Enemy_43,EnemyWhip,16,,-,220
Gibdo Bone,#REF!,"A creepy bone with multiple sharp tips. Attach
it to a weapon to greatly increase its attack
power. It tends to break easily due to its odd
shape.",-,-,Gibdo Bone,-,TRUE,TRUE,40,42,31,40,40,-,-,-,Bone,-,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,1,-,-,-,00:40,-,3,10,-,Gray,0,50,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ギブドの骨,"鋭い突起が複数ある 不気味な骨
武器に付けると攻撃力がかなり上がるが
不安定な形状のため すぐ壊れてしまう",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldSurfingNoStaggerWithDeath,Bone]",Item_Enemy_69,EnemyBlunt,17,150,270,221
Octorok Tentacle,#REF!,"This can only be obtained from an Octorok-
type enemy. It's too acidic for cooking, but
it's highly valued as an ingredient for elixirs.",-,-,-,-,TRUE,FALSE,3,3,3,3,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,01:20,10%,10,40,-,Light Blue,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オクタの足,"オクタ族から獲る事ができる素材
身は酸味がとても強く 食用には向かないが
薬の材料としては 重宝されている",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_20,EnemyBlunt,17,145,-,222
Bokoblin Fang,#REF!,"It's worn down and not very sharp, but it's
still pretty hard. Cook it with a critter to make
an elixir, or attach it to an arrow to increase
its attack power.",-,-,-,-,TRUE,FALSE,2,2,2,4,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,01:20,10%,8,32,-,Light Yellow,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ボコブリンの牙,"すり減っていて鋭さはない牙 硬くて軽いので 
矢じりに使うと 普段より攻撃力が上がる
また 虫と煮込む事で薬の材料として使える",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_01,EnemyBlunt,17,140,-,223
Moblin Fang,#REF!,"A hard, sharp fang obtained from a Moblin.
Stew it with a critter to make an elixir, or
attach it to an arrow to increase its attack
power.",-,-,-,-,TRUE,FALSE,4,4,4,8,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,01:20,10%,12,45,-,Gray,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,モリブリンの牙,"モリブリンの鋭い牙 硬くて加工には向かないが
矢じりにすれば 通常より高い攻撃力を発揮する
また 虫と一緒に煮込めば 薬の材料として使える",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_07,EnemyBlunt,17,135,-,224
Boss Bokoblin Fang,#REF!,"A large fang dropped by a Boss Bokoblin.
Attach it to an arrow to increase attack
power, or stew it with a critter to make an
elixir.",-,-,-,-,TRUE,FALSE,6,6,5,12,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,01:20,10%,15,60,-,White,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ボスボコブリンの牙,"ボスボコブリンが落とした大きな牙
矢じりに使うと 普段より攻撃力が上がる
また 虫と煮込む事で薬を作る事ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_135,EnemyBlunt,17,130,-,225
Hinox Tooth,#REF!,"This Hinox tooth is almost unbelievably big.
Attach it to an arrowhead to increase its
attack power, or brew it into an elixir.",-,-,-,-,TRUE,FALSE,8,8,7,16,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,01:20,10%,35,140,-,Brown,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ヒノックスの牙,"ヒノックスから獲る事が出来る素材
歯とは思えないほど巨大で硬く 矢じりに使うと
普段より攻撃力が上がり 煮込めば薬の材料になる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_33,EnemyBlunt,17,125,-,226
Horriblin Claw,#REF!,"A talon obtained from a Horriblin. Attach it to
an arrow to increase its attack power, or stew
it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,4,4,4,8,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,01:20,10%,12,45,-,Gray,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ホラブリンの爪,"ホラブリンを倒して手に入れた爪 矢じりに使うと
普段より攻撃力が上がる 特性を持つ
虫と煮込むと薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_104,EnemyBlunt,17,120,-,227
Lizalfos Talon,#REF!,"This talon once grew from the elbow of a
Lizalfos. Its aerodynamic shape increases
attack power when attached to arrows. Stew
it with critters to make elixirs.",-,-,-,-,TRUE,FALSE,5,5,4,10,5,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,01:20,10%,15,60,-,Gray,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,リザルフォスの爪,"リザルフォスの肘に生える爪 空気抵抗が少なく
矢じりに使えば 通常より攻撃力が上がる
また 虫と一緒に煮込めば薬になる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash]",Item_Enemy_04,EnemyBlunt,17,115,-,228
Frox Fingernail,#REF!,"A flat, cracked fingernail. Attach it to an arrow
to increase its attack power, or cook it with a
critter to make an elixir.",-,-,-,-,TRUE,FALSE,10,10,8,20,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,01:20,10%,40,160,-,Light Yellow,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,デグガーマの爪,"平たい形状のひび割れた爪
矢じりに使うと 普段より攻撃力が上がる
また 虫と煮込むと薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_189,EnemyBlunt,17,110,-,229
Dinraal's Scale,#REF!,"This precious scale contains a massive
amount of heat. Attach it to a weapon to
greatly increase its attack power. It can be
cooked, but eating it seems like a waste.",-,-,-,Fire,TRUE,FALSE,16,16,13,16,16,20,-,-,Fire Attack,Fire Burst,Warm,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,01:00,100%,150,600,-,Crimson,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オルドラのウロコ,"内部に膨大な熱が蓄えられている 貴重な鱗
武器に付ければ 攻撃力がかなり上がる 
料理にも使えるが 食べてしまうのはもったいない",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackFire,ChemicalExplosionFire,Warm,ShieldBash]",Item_Enemy_38,EnemyBlunt,17,105,-,230
Naydra's Scale,#REF!,"This precious scale contains supercooled air
inside. Attach it to a weapon to greatly
increase its attack power. It can be cooked,
but just eating it seems like a waste.",-,-,-,Ice,TRUE,FALSE,16,16,13,16,16,20,-,-,Ice Attack,Ice Burst,Cold,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,01:00,100%,150,600,-,Light Blue,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ネルドラのウロコ,"内部に超低温の冷気が蓄えられている 貴重な鱗
武器に付けると 攻撃力がかなり上がる
料理にも使えるが 食べてしまうのはもったいない",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackIce,ChemicalExplosionIce,Cold,ShieldBash]",Item_Enemy_49,EnemyBlunt,17,100,-,231
Farosh's Scale,#REF!,"This precious scale is constantly charged with
powerful electricity. Attach it to a weapon to
greatly increase its attack power. Cooking it is
possible but probably wasteful.",-,-,-,Electric,TRUE,FALSE,16,16,13,16,16,20,-,-,Electric Attack,Electric Burst,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,01:00,100%,150,600,-,Light Yellow,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,フロドラのウロコ,"常に強力な電気が蓄えられている 貴重な鱗
武器に付けると 攻撃力がかなり上がる
料理にも使えるが 食べてしまうのはもったいない",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackElectric,ChemicalExplosionElectric,ShieldBash]",Item_Enemy_53,EnemyBlunt,17,95,-,232
Light Dragon's Scale,#REF!,"A precious scale that fell from the Light
Dragon. It's faintly warm and has an oddly
familiar, mysterious power that heals when
attached to a weapon.",-,-,-,-,TRUE,FALSE,12,12,10,12,12,-,-,-,Attacks Heal,-,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,01:00,100%,150,600,-,White,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白龍のウロコ,"白龍からはがれ落ちた 貴重な鱗
ほのかに温かみがあって 懐かしさを感じる
武器に付けると 使用者を癒す不思議な性質がある",FALSE,CookLowPrice,CookSpice,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,LifeHeal,ShieldBash]",Item_Enemy_158,EnemyBlunt,17,90,-,233
Dinraal's Claw,#REF!,"This valuable claw is said to have once been
covered in flames. Attach it to a weapon to
greatly increase its attack power. It can also
be cooked or sold.",-,-,-,Fire,TRUE,FALSE,18,18,14,36,18,20,-,-,Fire Attack,Fire Burst,Warm,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,03:00,100%,180,720,-,Crimson,1,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オルドラの爪,"元は炎をまとっていたと言われている 貴重な爪
武器に付けると 攻撃力がかなり上がる また
料理にも使え 店で買い取ってもらう事もできる",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackFire,ChemicalExplosionFire,Warm,ShieldBash]",Item_Enemy_39,EnemyBlunt,17,85,-,234
Naydra's Claw,#REF!,"This valuable claw was once nearly frozen.
Attach it to a weapon to greatly increase its
attack power. It can be cooked or sold for
some rupees.",-,-,-,Ice,TRUE,FALSE,18,18,14,36,18,20,-,-,Ice Attack,Ice Burst,Cold,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,03:00,100%,180,720,-,Light Blue,1,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ネルドラの爪,"元は冷気をまとっていたと言われる 貴重な爪 
武器に付けると 攻撃力がかなり上がる
料理にも使え 店で買い取ってもらう事もできる",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackIce,ChemicalExplosionIce,Cold,ShieldBash]",Item_Enemy_50,EnemyBlunt,17,80,-,235
Farosh's Claw,#REF!,"A valuable claw that once produced lightning.
Attach it to a weapon to greatly increase its
attack power. It can also be cooked or sold
for rupees.",-,-,-,Electric,TRUE,FALSE,18,18,14,36,18,20,-,-,Electric Attack,Electric Burst,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,03:00,100%,180,720,-,Light Yellow,1,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,フロドラの爪,"周囲に雷を放っていたと言われる 貴重な爪
武器に付けると 攻撃力がかなり上がる
料理にも使え 店で買い取ってもらう事もできる",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackElectric,ChemicalExplosionElectric,ShieldBash]",Item_Enemy_54,EnemyBlunt,17,75,-,236
Light Dragon's Talon,#REF!,"A precious talon that fell from the Light
Dragon. It may look dangerous, but its real
power is to heal when attached to a weapon.",-,-,-,-,TRUE,FALSE,14,14,11,28,14,-,-,-,Attacks Heal,-,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,03:00,100%,180,720,-,White,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白龍の爪,"白龍から抜け落ちた 貴重な爪
見た目とは裏腹に あまり危険さは感じない
武器に付けると 使用者を癒す不思議な性質がある",FALSE,CookLowPrice,CookSpice,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,LifeHeal,ShieldBash]",Item_Enemy_159,EnemyBlunt,17,70,-,237
Shard of Dinraal's Fang,#REF!,"An incredibly hard piece of a fang from
Dinraal. Attach it to a weapon to greatly
increase its attack power. It can also be
cooked into a meal.",-,-,-,Fire,TRUE,FALSE,20,21,16,40,20,20,-,-,Fire Attack,Fire Burst,Warm,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,10:00,100%,250,1000,-,Crimson,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オルドラの牙のかけら,"オルドラから欠け落ちた 恐ろしく硬い牙のかけら
武器に付けると 攻撃力がかなり上がる
また 料理の材料として使う事もできる",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ChemicalAttackFire,ChemicalExplosionFire,Warm]",Item_Enemy_47,EnemyBlunt,17,65,-,238
Shard of Naydra's Fang,#REF!,"A piece that chipped off one of Naydra's 
fangs. It's much harder than any metal.
Attach it to a weapon to greatly increase its
attack power, or cook it into a meal.",-,-,-,Ice,TRUE,FALSE,20,21,16,40,20,20,-,-,Ice Attack,Ice Burst,Cold,-,TRUE,FALSE,FALSE,TRUE,TRUE,10,-,-,-,10:00,100%,250,1000,-,Light Blue,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ネルドラの牙のかけら,"ネルドラから欠け落ちた 牙の一部
金属より数段硬く 武器に付けると
攻撃力がかなり上がる また 料理の材料にもなる",FALSE,CookLowPrice,CookSpice, CookValue1,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ChemicalAttackIce,ChemicalExplosionIce,Cold]",Item_Enemy_51,EnemyBlunt,17,65,-,239
